"text","author"
"""You have travelled; you have spent several years of your life at Ingolstadt; and I confess to you, my friend, that when I saw you last autumn so unhappy, flying to solitude, from the society of every creature, I could not help supposing that you might regret our connection, and believe yourself bound in honour to fulfil the wishes of your parents, although they opposed themselves to your inclinations.","MWS"
"We may, therefore, assume that ; represents t, 4 represents h, and 8 represents e-the last being now well confirmed.","EAP"
"Their arrangement was odd, and seemed to follow the symmetries of some cosmic geometry unknown to earth or the solar system.","HPL"
"At first we could not precisely say what was wrong with the formerly crystal-pure air, but after a few seconds our memories reacted only too definitely.","HPL"
"To leave Tiger in the box was what neither of us could endure to think of, yet, how to act otherwise was the question.","EAP"
"Could not call it a shrill voice.","EAP"
"He endeavoured to soothe me as a nurse does a child and reverted to my tale as the effects of delirium.","MWS"
"We were behind the time of the slack, and the whirl of the Ström was in full fury!","EAP"
"The vessel went down like a shot.","EAP"
"They are not the critics predestined to bring me out, and develop my morals:-that is the secret.","EAP"
"A quick step was now heard upon the staircase, and a loud knock at the door rapidly succeeded.","EAP"
"Now for the Piquant Expressions.","EAP"
"Every thing had been heaped in promiscuously.","EAP"
"The doctor, though, was chiefly disturbed by the chattering night birds outside; a seemingly limitless legion of whippoonwills that cried their endless message in repetitions timed diabolically to the wheezing gasps of the dying man.","HPL"
"He would not only have fled from the wharf, but he would not have permitted the boat to remain.","EAP"
"I am already far north of London; and as I walk in the streets of Petersburgh, I feel a cold northern breeze play upon my cheeks, which braces my nerves, and fills me with delight.","MWS"
"He not only believes, but positively knows, that such and such apparently arbitrary arrangements of matter constitute and alone constitute the true beauty.","EAP"
"here replied Toby, just as if he had been reading my thoughts, and looking like a very old sheep in a revery.","EAP"
"The third attempt was equally unsuccessful with the two first, and it now became evident that nothing could be done in this manner without the aid of some weight with which the diver might steady himself, and keep to the floor of the cabin while making his search.","EAP"
"From a feeling of cunning blindly exercised, the officious, if not malignant messenger, did not speak of Evadne's illness; but she garrulously gave an account of Raymond's frequent visits, adding to her narration such circumstances, as, while they convinced Perdita of its truth, exaggerated the unkindness and perfidy of Raymond.","MWS"
"The gas had not heard of planets and organisms before, but identified Kuranes merely as one from the infinity where matter, energy, and gravitation exist.","HPL"
"There were footsteps and guttural sounds, and a rattling motor wheezed south along Federal Street.","HPL"
"There were a few overhead bridges from house to house across the street.","HPL"
"He accused me of melancholy, of ill-humour and envy.","MWS"
"How did I know that the long subterrene passage to the Square of Pillars ought to lie on the left one level above me?","HPL"
"Peril will now be mine; and I hail her as a friend-death will perpetually cross my path, and I will meet him as a benefactor; hardship, inclement weather, and dangerous tempests will be my sworn mates.","MWS"
"Everything was silent except the leaves of the trees, which were gently agitated by the wind; the night was nearly dark, and the scene would have been solemn and affecting even to an uninterested observer.","MWS"
"He is often overcome by gloom, and then he sits by himself, and tries to overcome all that is sullen or unsocial in his humour.","MWS"
"Having thus appeared to ponder over the proposed question he raises his wand, and striking with it the wall above his head, two folding doors fly open, and display an appropriate answer to the question.","EAP"
"By the spring of 1928 I was almost a well-known figure in Vermont, notwithstanding the fact that I had never set foot in the state.","HPL"
"And in the contour of the high forehead, and in the ringlets of the silken hair, and in the wan fingers which buried themselves therein, and in the sad musical tones of her speech, and above all-oh!","EAP"
"Yet, if you will, smile at the warmth of my expressions, while I find every day new causes for repeating them.","MWS"
"Dr. Armitage looked involuntarily over his shoulder at the open pages; the left-hand one of which, in the Latin version, contained such monstrous threats to the peace and sanity of the world.","HPL"
"This lady died; but her lessons were indelibly impressed on the mind of Safie, who sickened at the prospect of again returning to Asia, and being immured within the walls of a haram, allowed only to occupy herself with infantile amusements, ill suited to the temper of her soul, now accustomed to grand ideas and a noble emulation for virtue.","MWS"
"With his arms folded, and with one bandaged leg deposited upon the table, he seemed to think himself entitled to some consideration.","EAP"
"The dusk was now very thick, and the lights of Portland far behind, so I could not see much of his face.","HPL"
"Death has reared himself a throne In a strange city lying alone Far down within the dim West, Wherethe good and the bad and the worst and the best Have gone to their eternal rest.","EAP"
"In fact, we were somewhat apprehensive lest we go astray ourselves in our haste.","HPL"
"As we drew nearer the green shore the bearded man told me of that land, the Land of Zar, where dwell all the dreams and thoughts of beauty that come to men once and then are forgotten.","HPL"
